590,15.00	-0.85	-21.50	14:29:22	125	26.86	96.25	0.0454	0.0805	0.1728	0.2804	0.0304	0.0494	0.0215	0.0349	16	28,,,,,,,,,,,,,,,,,,
591,15.00	-1.35	-21.50	14:29:36	149	30.29	96.82	0.0778	0.1578	0.1567	0.2517	0.0252	0.0405	0.0178	0.0287	16	22,,,,,,,,,,,,,,,,,,
592,15.00	-1.85	-21.50	14:29:48	132	26.42	95.79	0.0353	0.2267	0.1183	0.2357	0.0203	0.0404	0.0143	0.0285	12	38,,,,,,,,,,,,,,,,,,
593,15.00	-2.35	-21.50	14:30:00	131	26.82	97.43	0.0358	0.2509	0.1483	0.1931	0.0255	0.0332	0.0180	0.0235	16	22,,,,,,,,,,,,,,,,,,
594,15.00	-2.85	-21.50	14:30:13	110	22.45	92.95	0.0201	0.2909	0.1496	0.1784	0.0281	0.0335	0.0199	0.0237	12	22,,,,,,,,,,,,,,,,,,
595,15.00	-3.35	-21.50	14:30:26	134	27.35	95.84	0.0316	0.3243	0.1629	0.1621	0.0277	0.0276	0.0196	0.0195	12	22,,,,,,,,,,,,,,,,,,
596,15.00	-3.85	-21.50	14:30:38	113	23.28	95.23	0.0137	0.2899	0.1645	0.1645	0.0305	0.0305	0.0215	0.0215	16	19,,,,,,,,,,,,,,,,,,
597,15.00	-4.35	-21.50	14:30:52	114	23.34	98.18	-0.0010	0.2505	0.1479	0.1583	0.0273	0.0292	0.0193	0.0206	12	19,,,,,,,,,,,,,,,,,,
598,15.00	-4.85	-21.50	14:31:05	105	21.06	95.26	0.0256	0.2811	0.1875	0.1731	0.0360	0.0333	0.0255	0.0235	12	16,,,,,,,,,,,,,,,,,,
599,15.00	-5.35	-21.50	14:31:19	92	18.43	94.68	-0.0011	0.2676	0.2000	0.1819	0.0411	0.0374	0.0291	0.0264	16	25,,,,,,,,,,,,,,,,,,
600,15.00	-5.85	-21.50	14:31:31	135	27.43	96.29	-0.0093	0.2851	0.1884	0.1686	0.0319	0.0285	0.0226	0.0202	16	19,,,,,,,,,,,,,,,,,,
601,15.00	-6.35	-21.50	14:31:43	147	30.53	89.83	-0.0048	0.2947	0.2057	0.2183	0.0334	0.0354	0.0236	0.0250	19	16,,,,,,,,,,,,,,,,,,
602,15.00	-6.85	-21.50	14:31:55	159	32.03	96.66	0.0177	0.3229	0.2127	0.2133	0.0332	0.0333	0.0235	0.0235	19	22,,,,,,,,,,,,,,,,,,
603,15.00	-6.85	-22.00	14:32:08	156	31.25	94.45	-0.0251	0.3462	0.2405	0.1881	0.0379	0.0296	0.0268	0.0209	16	19,,,,,,,,,,,,,,,,,,
604,15.00	-6.35	-22.00	14:32:21	142	28.79	95.16	-0.0378	0.3044	0.2043	0.2071	0.0337	0.0342	0.0238	0.0242	16	22,,,,,,,,,,,,,,,,,,
605,15.00	-5.85	-22.00	14:32:33	186	37.47	98.09	-0.0235	0.2836	0.2177	0.1877	0.0314	0.0270	0.0222	0.0191	16	25,,,,,,,,,,,,,,,,,,
606,15.00	-5.35	-22.00	14:32:46	91	18.28	96.19	-0.0409	0.2888	0.1833	0.1738	0.0379	0.0359	0.0268	0.0254	16	19,,,,,,,,,,,,,,,,,,
607,15.00	-4.85	-22.00	14:32:58	110	22.47	96.11	-0.0175	0.2386	0.1686	0.1780	0.0317	0.0334	0.0224	0.0236	16	22,,,,,,,,,,,,,,,,,,
608,15.00	-4.35	-22.00	14:33:10	139	28.56	93.32	-0.0394	0.2780	0.1761	0.1451	0.0294	0.0242	0.0208	0.0171	12	19,,,,,,,,,,,,,,,,,,
609,15.00	-3.85	-22.00	14:33:23	110	22.93	98.13	-0.0409	0.3206	0.1584	0.1563	0.0297	0.0293	0.0210	0.0208	12	16,,,,,,,,,,,,,,,,,,
610,15.00	-3.35	-22.00	14:33:36	144	29.27	96.64	0.0034	0.2784	0.1823	0.1792	0.0299	0.0294	0.0211	0.0208	12	16,,,,,,,,,,,,,,,,,,
611,15.00	-2.85	-22.00	14:33:48	121	24.45	98.16	0.0097	0.3105	0.1611	0.1829	0.0288	0.0327	0.0204	0.0231	16	25,,,,,,,,,,,,,,,,,,
612,15.00	-2.35	-22.00	14:34:00	141	28.67	91.02	-0.0353	0.2425	0.1339	0.1872	0.0222	0.0310	0.0157	0.0219	16	19,,,,,,,,,,,,,,,,,,
613,15.00	-1.85	-22.00	14:34:12	122	24.63	98.75	0.0124	0.1971	0.1567	0.1797	0.0279	0.0320	0.0197	0.0226	16	22,,,,,,,,,,,,,,,,,,
614,15.00	-1.35	-22.00	14:34:25	143	30.33	92.74	0.0090	0.1261	0.1606	0.2483	0.0264	0.0408	0.0187	0.0289	16	19,,,,,,,,,,,,,,,,,,
615,15.00	-0.85	-22.00	14:34:38	130	26.66	95.56	-0.0122	0.0477	0.1668	0.2753	0.0288	0.0475	0.0204	0.0336	16	22,,,,,,,,,,,,,,,,,,
616,15.00	-0.35	-22.00	14:34:52	134	27.20	90.32	-0.0292	0.0426	0.1883	0.2721	0.0320	0.0462	0.0226	0.0327	19	25,,,,,,,,,,,,,,,,,,
617,15.00	0.15	-22.00	14:35:05	123	24.75	94.97	0.0007	-0.0923	0.1518	0.2903	0.0269	0.0515	0.0190	0.0364	19	28,,,,,,,,,,,,,,,,,,
618,15.00	0.65	-22.00	14:35:17	134	27.64	88.08	-0.0170	-0.1914	0.1753	0.2200	0.0298	0.0374	0.0211	0.0264	12	25,,,,,,,,,,,,,,,,,,
619,15.00	1.15	-22.00	14:35:29	157	31.70	98.06	0.0196	-0.1776	0.1471	0.2065	0.0231	0.0324	0.0163	0.0229	12	22,,,,,,,,,,,,,,,,,,
620,15.00	1.65	-22.00	14:35:41	130	26.12	93.84	0.0237	-0.2036	0.1469	0.2040	0.0254	0.0352	0.0179	0.0249	12	22,,,,,,,,,,,,,,,,,,
621,15.00	2.15	-22.00	14:35:53	100	20.32	95.83	0.0198	-0.2435	0.1181	0.1858	0.0233	0.0366	0.0165	0.0259	12	19,,,,,,,,,,,,,,,,,,
622,15.00	2.65	-22.00	14:36:06	101	19.95	91.98	-0.0038	-0.3428	0.1376	0.1535	0.0270	0.0301	0.0191	0.0213	16	38,,,,,,,,,,,,,,,,,,
623,15.00	3.15	-22.00	14:36:18	133	26.94	95.22	0.0064	-0.2905	0.1832	0.2020	0.0313	0.0345	0.0221	0.0244	12	22,,,,,,,,,,,,,,,,,,
624,15.00	3.65	-22.00	14:36:31	126	25.29	95.30	-0.0021	-0.3322	0.1739	0.1992	0.0305	0.0349	0.0216	0.0247	12	22,,,,,,,,,,,,,,,,,,
625,15.00	4.15	-22.00	14:36:44	135	27.13	92.37	0.0043	-0.2875	0.1636	0.1488	0.0277	0.0252	0.0196	0.0178	12	25,,,,,,,,,,,,,,,,,,
626,15.00	4.65	-22.00	14:36:56	138	27.85	96.37	0.0191	-0.2856	0.1643	0.1695	0.0275	0.0284	0.0195	0.0201	16	25,,,,,,,,,,,,,,,,,,
627,15.00	5.15	-22.00	14:37:08	134	26.88	96.68	-0.0328	-0.2740	0.1783	0.1646	0.0303	0.0280	0.0214	0.0198	19	28,,,,,,,,,,,,,,,,,,
628,15.00	5.65	-22.00	14:37:21	139	28.23	96.46	-0.0162	-0.3203	0.2113	0.1932	0.0353	0.0322	0.0249	0.0228	16	19,,,,,,,,,,,,,,,,,,
629,15.00	6.15	-22.00	14:37:34	144	29.41	93.42	-0.0144	-0.3327	0.2270	0.1936	0.0372	0.0317	0.0263	0.0224	16	22,,,,,,,,,,,,,,,,,,
630,15.00	6.65	-22.00	14:37:47	141	28.38	94.29	-0.0229	-0.3665	0.2074	0.1917	0.0344	0.0318	0.0243	0.0225	12	19,,,,,,,,,,,,,,,,,,
631,15.00	7.15	-22.00	14:37:59	121	24.40	94.18	0.0071	-0.3291	0.2062	0.1970	0.0369	0.0352	0.0261	0.0249	16	19,,,,,,,,,,,,,,,,,,
632,15.00	7.15	-22.50	14:38:11	123	24.85	93.55	-0.0200	-0.3550	0.2391	0.2063	0.0424	0.0366	0.0300	0.0259	16	19,,,,,,,,,,,,,,,,,,
633,15.00	6.65	-22.50	14:38:23	127	25.55	93.86	-0.0540	-0.3243	0.2219	0.2398	0.0388	0.0419	0.0274	0.0296	19	25,,,,,,,,,,,,,,,,,,
634,15.00	6.15	-22.50	14:38:36	148	29.82	93.77	-0.0790	-0.2724	0.1982	0.2017	0.0320	0.0326	0.0227	0.0231	19	25,,,,,,,,,,,,,,,,,,
635,15.00	5.65	-22.50	14:38:48	133	26.84	89.82	-0.0459	-0.2682	0.1956	0.2162	0.0334	0.0369	0.0236	0.0261	16	22,,,,,,,,,,,,,,,,,,
636,15.00	5.15	-22.50	14:39:00	107	21.86	96.24	-0.0220	-0.2545	0.1740	0.1764	0.0331	0.0336	0.0234	0.0237	19	22,,,,,,,,,,,,,,,,,,
637,15.00	4.65	-22.50	14:39:13	125	25.59	94.83	-0.0158	-0.2349	0.1472	0.1565	0.0259	0.0275	0.0183	0.0195	16	19,,,,,,,,,,,,,,,,,,
638,15.00	4.15	-22.50	14:39:27	134	27.79	95.40	-0.0518	-0.2368	0.1698	0.1664	0.0289	0.0283	0.0204	0.0200	16	22,,,,,,,,,,,,,,,,,,
639,15.00	3.65	-22.50	14:39:40	132	26.67	91.59	-0.0296	-0.2354	0.1804	0.1640	0.0309	0.0281	0.0218	0.0199	12	19,,,,,,,,,,,,,,,,,,
640,15.00	3.15	-22.50	14:39:52	135	27.68	97.59	0.0014	-0.2483	0.1565	0.1858	0.0265	0.0315	0.0187	0.0222	12	16,,,,,,,,,,,,,,,,,,
641,15.00	2.65	-22.50	14:40:05	89	17.93	93.42	-0.0243	-0.2548	0.1451	0.1571	0.0303	0.0328	0.0214	0.0232	12	22,,,,,,,,,,,,,,,,,,
642,15.00	2.15	-22.50	14:40:17	149	30.41	96.09	-0.0288	-0.1985	0.1450	0.1661	0.0234	0.0268	0.0165	0.0189	12	22,,,,,,,,,,,,,,,,,,
643,15.00	1.65	-22.50	14:40:30	122	24.71	96.04	-0.0341	-0.1607	0.1370	0.1856	0.0244	0.0331	0.0173	0.0234	12	25,,,,,,,,,,,,,,,,,,
644,15.00	1.15	-22.50	14:40:44	168	33.39	98.03	-0.0839	-0.1837	0.1569	0.1729	0.0238	0.0262	0.0168	0.0185	12	22,,,,,,,,,,,,,,,,,,
645,15.00	0.65	-22.50	14:40:57	105	21.39	91.53	-0.0739	-0.1464	0.1719	0.2461	0.0330	0.0473	0.0234	0.0334	12	22,,,,,,,,,,,,,,,,,,
646,15.00	0.15	-22.50	14:41:10	156	31.48	96.14	-0.0752	-0.0525	0.1735	0.2746	0.0273	0.0432	0.0193	0.0306	16	19,,,,,,,,,,,,,,,,,,
647,15.00	-0.35	-22.50	14:41:22	127	25.46	88.56	-0.1043	0.0467	0.1697	0.2594	0.0296	0.0453	0.0210	0.0320	19	22,,,,,,,,,,,,,,,,,,
648,15.00	-0.85	-22.50	14:41:34	156	31.30	96.24	-0.0705	0.0748	0.1819	0.2794	0.0286	0.0440	0.0203	0.0311	16	22,,,,,,,,,,,,,,,,,,
649,15.00	-1.35	-22.50	14:41:47	146	29.52	98.58	-0.0752	0.1250	0.1685	0.2559	0.0274	0.0417	0.0194	0.0295	16	22,,,,,,,,,,,,,,,,,,
650,15.00	-1.85	-22.50	14:42:00	112	22.73	98.62	-0.0456	0.1728	0.1419	0.1734	0.0264	0.0323	0.0187	0.0228	12	22,,,,,,,,,,,,,,,,,,
651,15.00	-2.35	-22.50	14:42:14	109	21.93	90.66	-0.0359	0.1580	0.1552	0.2196	0.0293	0.0414	0.0207	0.0293	12	16,,,,,,,,,,,,,,,,,,
652,15.00	-2.85	-22.50	14:42:27	122	24.79	95.88	-0.0647	0.2515	0.1480	0.1975	0.0264	0.0352	0.0187	0.0249	19	22,,,,,,,,,,,,,,,,,,
653,15.00	-3.35	-22.50	14:42:39	128	25.75	95.19	-0.0398	0.2327	0.1691	0.1701	0.0294	0.0296	0.0208	0.0209	12	16,,,,,,,,,,,,,,,,,,
654,15.00	-3.85	-22.50	14:42:51	109	21.90	98.50	-0.0185	0.2486	0.1632	0.1492	0.0308	0.0281	0.0218	0.0199	12	22,,,,,,,,,,,,,,,,,,
655,15.00	-4.35	-22.50	14:43:04	119	24.21	97.03	-0.0234	0.2242	0.1756	0.1560	0.0317	0.0282	0.0224	0.0199	16	19,,,,,,,,,,,,,,,,,,
656,15.00	-4.85	-22.50	14:43:18	78	14.91	96.20	-0.0331	0.2439	0.1690	0.1887	0.0378	0.0421	0.0267	0.0298	16	16,,,,,,,,,,,,,,,,,,
657,15.00	-5.35	-22.50	14:43:30	120	24.23	98.36	-0.0122	0.2675	0.1435	0.1856	0.0258	0.0333	0.0182	0.0236	16	16,,,,,,,,,,,,,,,,,,
658,15.00	-5.85	-22.50	14:43:44	133	26.93	95.92	-0.0636	0.2652	0.1787	0.2281	0.0305	0.0389	0.0216	0.0275	16	16,,,,,,,,,,,,,,,,,,
659,15.00	-6.35	-22.50	14:43:57	141	29.16	90.37	-0.0590	0.2963	0.1969	0.2108	0.0326	0.0349	0.0231	0.0247	16	22,,,,,,,,,,,,,,,,,,
660,15.00	-6.85	-22.50	14:44:11	168	33.84	90.40	-0.0393	0.3331	0.2004	0.2195	0.0304	0.0333	0.0215	0.0235	16	28,,,,,,,,,,,,,,,,,,
661,15.00	-5.35	-23.00	14:44:28	108	21.91	94.71	-0.0444	0.1515	0.1970	0.1925	0.0373	0.0365	0.0264	0.0258	12	38,,,,,,,,,,,,,,,,,,
662,15.00	-4.85	-23.00	14:44:40	94	18.66	92.70	-0.0326	0.1655	0.1704	0.1706	0.0346	0.0347	0.0245	0.0245	12	32,,,,,,,,,,,,,,,,,,
663,15.00	-4.35	-23.00	14:44:53	73	14.76	94.71	-0.0384	0.1710	0.1770	0.1533	0.0409	0.0354	0.0289	0.0250	12	25,,,,,,,,,,,,,,,,,,
664,15.00	-3.85	-23.00	14:45:05	107	21.52	89.49	-0.0754	0.1569	0.2045	0.1742	0.0389	0.0332	0.0275	0.0235	16	28,,,,,,,,,,,,,,,,,,
665,15.00	-3.35	-23.00	14:45:19	134	27.24	97.64	-0.0572	0.1748	0.1440	0.1990	0.0245	0.0338	0.0173	0.0239	16	28,,,,,,,,,,,,,,,,,,
666,15.00	-2.85	-23.00	14:45:31	118	23.94	95.09	-0.0972	0.1794	0.1571	0.1707	0.0285	0.0309	0.0201	0.0219	12	28,,,,,,,,,,,,,,,,,,
667,15.00	-2.35	-23.00	14:45:44	126	25.53	89.18	-0.0981	0.1623	0.1671	0.1872	0.0293	0.0328	0.0207	0.0232	12	25,,,,,,,,,,,,,,,,,,
668,15.00	-1.85	-23.00	14:45:56	114	23.02	87.48	-0.1114	0.1070	0.1428	0.2189	0.0263	0.0404	0.0186	0.0285	12	19,,,,,,,,,,,,,,,,,,
669,15.00	-1.35	-23.00	14:46:09	151	30.44	94.97	-0.1199	0.0886	0.1671	0.2035	0.0267	0.0326	0.0189	0.0230	12	22,,,,,,,,,,,,,,,,,,
670,15.00	-0.85	-23.00	14:46:23	133	27.32	93.42	-0.1267	0.0659	0.1660	0.2472	0.0283	0.0422	0.0200	0.0298	12	19,,,,,,,,,,,,,,,,,,
671,15.00	-0.35	-23.00	14:46:35	146	29.46	95.70	-0.1926	-0.0072	0.1744	0.2567	0.0284	0.0418	0.0201	0.0295	16	19,,,,,,,,,,,,,,,,,,
672,15.00	0.15	-23.00	14:46:49	158	32.10	97.09	-0.1239	-0.0184	0.1919	0.2443	0.0300	0.0382	0.0212	0.0270	16	22,,,,,,,,,,,,,,,,,,
673,15.00	0.65	-23.00	14:47:01	125	25.73	96.44	-0.1134	-0.0519	0.1854	0.2189	0.0326	0.0385	0.0231	0.0272	12	19,,,,,,,,,,,,,,,,,,
674,15.00	1.15	-23.00	14:47:13	178	36.12	91.17	-0.1204	-0.0901	0.1851	0.2163	0.0273	0.0319	0.0193	0.0225	12	22,,,,,,,,,,,,,,,,,,
675,15.00	1.65	-23.00	14:47:26	140	28.19	88.86	-0.0952	-0.1164	0.1402	0.1982	0.0233	0.0329	0.0165	0.0233	16	22,,,,,,,,,,,,,,,,,,
676,15.00	2.15	-23.00	14:47:38	140	28.17	96.13	-0.0778	-0.1163	0.1543	0.1874	0.0256	0.0312	0.0181	0.0220	12	22,,,,,,,,,,,,,,,,,,
677,15.00	2.65	-23.00	14:47:50	103	20.75	93.72	-0.0878	-0.1452	0.1610	0.2069	0.0312	0.0401	0.0221	0.0284	16	22,,,,,,,,,,,,,,,,,,
678,15.00	3.15	-23.00	14:48:02	78	15.60	88.98	-0.0298	-0.1644	0.1682	0.2141	0.0376	0.0478	0.0266	0.0338	16	25,,,,,,,,,,,,,,,,,,
679,15.00	3.65	-23.00	14:48:15	121	24.51	93.10	-0.0351	-0.1565	0.1650	0.1657	0.0295	0.0296	0.0209	0.0210	16	25,,,,,,,,,,,,,,,,,,
680,15.00	4.15	-23.00	14:48:27	138	27.76	88.92	-0.0331	-0.1476	0.1965	0.1664	0.0329	0.0279	0.0233	0.0197	12	25,,,,,,,,,,,,,,,,,,
681,15.00	4.65	-23.00	14:48:40	130	26.51	96.62	-0.0415	-0.1515	0.1899	0.1642	0.0328	0.0283	0.0232	0.0200	12	22,,,,,,,,,,,,,,,,,,
682,15.00	5.15	-23.00	14:48:52	125	25.94	89.67	-0.0361	-0.1678	0.1370	0.1849	0.0241	0.0325	0.0170	0.0230	16	19,,,,,,,,,,,,,,,,,,
683,15.00	4.15	-23.50	14:49:08	129	26.24	88.93	-0.0599	-0.0895	0.1826	0.1697	0.0316	0.0294	0.0224	0.0208	12	25,,,,,,,,,,,,,,,,,,
684,15.00	3.65	-23.50	14:49:21	92	18.82	95.47	-0.0744	-0.0798	0.1948	0.1846	0.0400	0.0379	0.0283	0.0268	12	22,,,,,,,,,,,,,,,,,,
685,15.00	3.15	-23.50	14:49:33	89	19.15	96.67	-0.0718	-0.0272	0.1445	0.1694	0.0302	0.0354	0.0213	0.0250	12	19,,,,,,,,,,,,,,,,,,
686,15.00	2.65	-23.50	14:49:45	125	25.13	96.58	-0.0878	-0.0414	0.1822	0.2108	0.0321	0.0371	0.0227	0.0262	12	22,,,,,,,,,,,,,,,,,,
687,15.00	2.15	-23.50	14:49:59	134	27.23	91.65	-0.1109	-0.0215	0.1608	0.2104	0.0273	0.0358	0.0193	0.0253	19	25,,,,,,,,,,,,,,,,,,
688,15.00	1.65	-23.50	14:50:12	149	30.50	93.44	-0.1162	-0.0272	0.1810	0.2020	0.0292	0.0325	0.0206	0.0230	12	16,,,,,,,,,,,,,,,,,,
689,15.00	1.15	-23.50	14:50:23	155	31.45	96.55	-0.1223	-0.0997	0.1720	0.1959	0.0272	0.0309	0.0192	0.0219	16	22,,,,,,,,,,,,,,,,,,
690,15.00	0.65	-23.50	14:50:36	131	26.65	95.35	-0.1714	-0.0583	0.1905	0.2471	0.0327	0.0425	0.0232	0.0300	16	19,,,,,,,,,,,,,,,,,,
691,15.00	0.15	-23.50	14:50:48	171	35.28	86.50	-0.1508	-0.0265	0.2049	0.2212	0.0308	0.0333	0.0218	0.0235	16	19,,,,,,,,,,,,,,,,,,
692,15.00	-0.35	-23.50	14:51:01	136	26.81	94.24	-0.1853	0.0015	0.2003	0.2312	0.0338	0.0390	0.0239	0.0276	22	25,,,,,,,,,,,,,,,,,,
693,15.00	-0.85	-23.50	14:51:14	155	31.43	96.52	-0.1797	-0.0078	0.1920	0.2543	0.0303	0.0402	0.0214	0.0284	19	22,,,,,,,,,,,,,,,,,,
694,15.00	-1.35	-23.50	14:51:26	150	30.16	97.32	-0.1819	0.0731	0.1895	0.2204	0.0304	0.0354	0.0215	0.0250	12	19,,,,,,,,,,,,,,,,,,
695,15.00	-1.85	-23.50	14:51:39	152	30.99	96.14	-0.1323	0.0579	0.1730	0.2184	0.0276	0.0348	0.0195	0.0246	19	19,,,,,,,,,,,,,,,,,,
696,15.00	-2.35	-23.50	14:51:52	148	30.04	95.95	-0.1147	0.0558	0.1660	0.1958	0.0268	0.0317	0.0190	0.0224	12	19,,,,,,,,,,,,,,,,,,
697,15.00	-2.85	-23.50	14:52:05	123	25.03	96.68	-0.0991	0.0673	0.1676	0.2114	0.0297	0.0375	0.0210	0.0265	12	19,,,,,,,,,,,,,,,,,,
698,15.00	-3.35	-23.50	14:52:18	125	25.12	97.56	-0.0695	0.0899	0.1734	0.1745	0.0305	0.0307	0.0216	0.0217	12	19,,,,,,,,,,,,,,,,,,
699,15.00	-3.85	-23.50	14:52:32	98	19.70	97.45	-0.0655	0.0776	0.1887	0.1708	0.0376	0.0340	0.0266	0.0240	12	16,,,,,,,,,,,,,,,,,,
700,15.00	-3.35	-24.00	14:52:44	121	24.43	92.25	-0.1003	-0.0162	0.1602	0.1623	0.0287	0.0290	0.0203	0.0205	12	19,,,,,,,,,,,,,,,,,,
701,15.00	-2.85	-24.00	14:52:57	131	27.12	96.88	-0.1260	-0.0091	0.1654	0.1975	0.0284	0.0340	0.0201	0.0240	12	22,,,,,,,,,,,,,,,,,,
702,15.00	-2.35	-24.00	14:53:10	133	27.14	95.59	-0.1498	0.0023	0.1736	0.1806	0.0296	0.0308	0.0209	0.0218	12	19,,,,,,,,,,,,,,,,,,
703,15.00	-1.85	-24.00	14:53:23	132	26.58	93.34	-0.1328	0.0087	0.1867	0.2130	0.0320	0.0365	0.0226	0.0258	12	19,,,,,,,,,,,,,,,,,,
704,15.00	-1.35	-24.00	14:53:36	170	34.33	90.32	-0.1876	0.0015	0.2049	0.2243	0.0309	0.0338	0.0218	0.0239	16	22,,,,,,,,,,,,,,,,,,
705,15.00	-0.85	-24.00	14:53:48	158	31.95	91.54	-0.1952	0.0064	0.1933	0.2289	0.0302	0.0358	0.0214	0.0253	19	19,,,,,,,,,,,,,,,,,,
706,15.00	-0.35	-24.00	14:54:01	150	31.31	94.23	-0.2510	0.0065	0.1902	0.2415	0.0305	0.0388	0.0216	0.0274	16	16,,,,,,,,,,,,,,,,,,
707,15.00	0.15	-24.00	14:54:13	134	26.78	91.85	-0.2321	-0.0123	0.2130	0.2264	0.0362	0.0385	0.0256	0.0272	16	19,,,,,,,,,,,,,,,,,,
708,15.00	0.65	-24.00	14:54:25	157	31.43	97.26	-0.1994	-0.0295	0.2238	0.2134	0.0351	0.0335	0.0248	0.0237	16	19,,,,,,,,,,,,,,,,,,
709,15.00	1.15	-24.00	14:54:38	148	29.78	96.46	-0.1385	0.0061	0.2225	0.2016	0.0360	0.0326	0.0254	0.0230	12	19,,,,,,,,,,,,,,,,,,
710,15.00	1.65	-24.00	14:54:52	163	33.26	92.36	-0.1282	0.0079	0.2039	0.2102	0.0314	0.0324	0.0222	0.0229	12	19,,,,,,,,,,,,,,,,,,
711,15.00	2.15	-24.00	14:55:05	136	27.40	93.94	-0.1323	-0.0135	0.1760	0.2132	0.0297	0.0360	0.0210	0.0254	16	22,,,,,,,,,,,,,,,,,,
712,15.00	2.65	-24.00	14:55:17	113	23.66	97.48	-0.1339	0.0173	0.1406	0.1771	0.0260	0.0328	0.0184	0.0232	12	22,,,,,,,,,,,,,,,,,,
713,15.00	3.15	-24.00	14:55:31	104	21.97	95.05	-0.0819	0.0498	0.1549	0.1759	0.0299	0.0340	0.0211	0.0240	12	22,,,,,,,,,,,,,,,,,,
714,15.00	2.65	-24.50	14:55:43	132	26.73	96.43	-0.1216	0.0552	0.1904	0.1604	0.0326	0.0275	0.0231	0.0194	16	32,,,,,,,,,,,,,,,,,,
715,15.00	2.15	-24.50	14:55:56	149	30.18	91.77	-0.1312	0.0452	0.1803	0.1649	0.0291	0.0266	0.0205	0.0188	25	28,,,,,,,,,,,,,,,,,,
716,15.00	1.65	-24.50	14:56:09	186	37.55	91.60	-0.1380	0.0196	0.1997	0.2061	0.0288	0.0297	0.0203	0.0210	12	16,,,,,,,,,,,,,,,,,,
717,15.00	1.15	-24.50	14:56:21	112	22.93	95.15	-0.1577	0.0369	0.2111	0.1869	0.0393	0.0348	0.0278	0.0246	12	19,,,,,,,,,,,,,,,,,,
718,15.00	0.65	-24.50	14:56:35	178	36.20	96.65	-0.1958	0.0274	0.2249	0.2203	0.0331	0.0325	0.0234	0.0230	16	22,,,,,,,,,,,,,,,,,,
719,15.00	0.15	-24.50	14:56:48	139	28.01	90.50	-0.2276	0.0022	0.2001	0.2284	0.0334	0.0381	0.0236	0.0269	16	19,,,,,,,,,,,,,,,,,,
720,15.00	-0.35	-24.50	14:57:00	159	32.53	95.91	-0.2508	-0.0187	0.1921	0.2223	0.0300	0.0347	0.0212	0.0245	16	25,,,,,,,,,,,,,,,,,,
721,15.00	-0.85	-24.50	14:57:13	175	35.29	88.29	-0.2404	0.0276	0.2024	0.2039	0.0301	0.0303	0.0213	0.0214	16	19,,,,,,,,,,,,,,,,,,
722,15.00	-1.35	-24.50	14:57:26	145	29.26	88.56	-0.2070	-0.0514	0.2427	0.2135	0.0396	0.0349	0.0280	0.0247	12	19,,,,,,,,,,,,,,,,,,
723,15.00	-1.85	-24.50	14:57:39	135	27.24	92.21	-0.1781	-0.0057	0.2015	0.2078	0.0341	0.0352	0.0241	0.0249	12	19,,,,,,,,,,,,,,,,,,
724,15.00	-2.35	-24.50	14:57:51	185	37.63	97.11	-0.1651	-0.0181	0.1925	0.1801	0.0278	0.0260	0.0197	0.0184	19	25,,,,,,,,,,,,,,,,,,
725,15.00	-2.85	-24.50	14:58:04	142	30.48	96.82	-0.1419	-0.0398	0.1841	0.1711	0.0304	0.0282	0.0215	0.0200	16	22,,,,,,,,,,,,,,,,,,
726,15.00	-2.35	-25.00	14:58:15	123	25.29	96.95	-0.1600	-0.0887	0.1879	0.1967	0.0334	0.0349	0.0236	0.0247	16	25,,,,,,,,,,,,,,,,,,
727,15.00	-1.85	-25.00	14:58:28	143	28.71	74.65	-0.1609	-0.0220	0.1904	0.2170	0.0313	0.0357	0.0221	0.0252	12	19,,,,,,,,,,,,,,,,,,
728,15.00	-1.35	-25.00	14:58:41	142	28.74	96.69	-0.1955	-0.0015	0.2136	0.1835	0.0353	0.0303	0.0249	0.0214	12	16,,,,,,,,,,,,,,,,,,
729,15.00	-0.85	-25.00	14:58:54	135	27.53	93.71	-0.2207	-0.0328	0.2022	0.2286	0.0342	0.0387	0.0242	0.0274	12	22,,,,,,,,,,,,,,,,,,
730,15.00	-0.35	-25.00	14:59:06	140	28.33	97.59	-0.2749	-0.0004	0.1868	0.2265	0.0311	0.0376	0.0220	0.0266	12	16,,,,,,,,,,,,,,,,,,
731,15.00	0.15	-25.00	14:59:18	166	33.53	85.74	-0.2551	0.0019	0.2053	0.2114	0.0313	0.0323	0.0222	0.0228	12	19,,,,,,,,,,,,,,,,,,
732,15.00	0.65	-25.00	14:59:31	157	32.13	91.34	-0.1955	0.0368	0.2064	0.2081	0.0324	0.0327	0.0229	0.0231	16	25,,,,,,,,,,,,,,,,,,
733,15.00	1.15	-25.00	14:59:44	132	26.64	92.53	-0.1763	0.0212	0.2041	0.1956	0.0349	0.0335	0.0247	0.0237	19	19,,,,,,,,,,,,,,,,,,
734,15.00	1.65	-25.00	14:59:56	165	33.65	95.93	-0.1841	0.0490	0.1903	0.1837	0.0291	0.0281	0.0206	0.0199	16	19,,,,,,,,,,,,,,,,,,
735,15.00	2.15	-25.00	15:00:09	136	27.41	95.95	-0.1858	0.0493	0.1717	0.2163	0.0290	0.0365	0.0205	0.0258	12	25,,,,,,,,,,,,,,,,,,
736,15.00	2.15	-25.50	15:00:21	118	23.83	89.59	-0.1801	0.0888	0.2426	0.1951	0.0440	0.0354	0.0311	0.0250	16	28,,,,,,,,,,,,,,,,,,
